id,name,gender,category,country,era,role,faceShape,deskripsi_fisik,keywords_tags,eyeRatio,jaw,gonionRatio,chinRatio,noseRatio,lipRatio,browArch,foreheadRatio,smile,comment,traits,ciri_khusus,local_photo
celeb_0721,Pierce Brosnan,Laki-laki,Aktor & Tokoh Film,Irlandia 🇮🇪,Modern (1953-sekarang),"Agen Rahasia 007 Paling Anggun & Romantis (GoldenEye, Mamma Mia!)",Oval,"Pierce Brosnan (Agen Rahasia 007 Paling Anggun & Romantis (GoldenEye, Mamma Mia!)) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh sorot mata biru ramah, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan senyum karismatik menawan. Garis bawah wajah dipertegas oleh dagu persegi kokoh dengan rahang menyudut tegas maskulin, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik. Ciri khas yang paling menonjol pada penampilannya meliputi Ketampanan bangsawan Irlandia.","agen, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, anggun, asal_irlandia, brosnan, dagu_persegi, goldeneye, hidung_natural, hidung_proporsional, ketampanan_bangsawan_irlandia, laki_laki, mamma, mia, paling, pierce, pierce_brosnan, pria, rahang_kokoh, rahang_menyudut, rahasia, rambut_rapi_klasik, romantis, senyum_karismatik_menawan, sorot_mata_biru_ramah, wajah_oval",0.397,0.546,0.753,0.685,0.257,0.366,0.108,0.319,0.87,Definisi keanggunan seorang gentleman agen rahasia dengan setelan jas tuksedo sempurna!,Ketampanan bangsawan Irlandia; Senyum karismatik menawan; Sorot mata biru ramah,Ketampanan bangsawan Irlandia,/assets/celebs_cache/pierce_brosnan.jpg
celeb_0722,Ralph Fiennes,Laki-laki,Aktor & Tokoh Film,Inggris 🇬🇧,Modern (1962-sekarang),"Aktor Teater Agung (The Grand Budapest Hotel, The English Patient)",Oblong / Regal,"Merepresentasikan figur Aktor Teater Agung (The Grand Budapest Hotel, The English Patient), Ralph Fiennes memiliki proporsi wajah Oblong / Regal yang harmonis. Karakteristik utamanya terpancar dari sorot mata bangsawan eropa klasik berpadu dengan alis lurus mendatar (straight-brow) tegas maskulin. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan bibir artikulatif presisi. Kontur rahang diperkuat oleh dagu memanjang terdefinisi khas kontur wajah regal bangsawan dan pemikir dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Garis wajah aristokrat).","agung, aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_inggris, bibir_artikulatif_presisi, budapest, dagu_berwibawa, dagu_memanjang, english, fiennes, garis_wajah_aristokrat, grand, hidung_lurus_klasik, hidung_mancung, hotel, kontur_regal, laki_laki, patient, pria, ralph, ralph_fiennes, rambut_rapi_klasik, sorot_mata_bangsawan_eropa_klasik, teater, the, wajah_oblong_regal",0.358,0.568,0.748,0.598,0.287,0.302,0.083,0.296,0.584,Artikulasi panggung teatrikal paling mewah dan wibawa Monsieur Gustave H.!,Sorot mata bangsawan Eropa klasik; Bibir artikulatif presisi; Garis wajah aristokrat,Garis wajah aristokrat,/assets/celebs_cache/ralph_fiennes.jpg
celeb_0723,Daniel Day-Lewis,Laki-laki,Aktor & Tokoh Film,Inggris/Irlandia 🇬🇧🇮🇪,Modern (1957-sekarang),"Satu-satunya Pria Peraih 3 Oscar Aktor Terbaik (Lincoln, There Will Be Blood)",Oblong / Regal,"Dengan arsitektur wajah Oblong / Regal, Daniel Day-Lewis mengekspresikan aura Satu-satunya Pria Peraih 3 Oscar Aktor Terbaik (Lincoln, There Will Be Blood). Visual wajah menampilkan wajah tirus dengan tatapan intensitas mutlak serta dahi pemikir method acting, menyatu dengan garis dahi. Keseimbangan fitur wajah terlihat dari hidung mancung tegas dengan batang hidung tinggi berwibawa dan bentuk bibir proporsional simetris dengan garis bibir tenang terkatup rapat mencerminkan keteguhan prinsip. Siluet wajah dibingkai oleh garis rahang terpahat baja dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","aktor, aktor_tokoh_film, asal_inggris, bibir_proporsional, bibir_terkatup_tegas, blood, dahi_pemikir_method_acting, daniel, daniel_day_lewis, day, ekspresi_tenang, garis_rahang_terpahat_baja, hidung_batang_tinggi, hidung_mancung, hidung_tegas, laki_laki, lewis, lincoln, oscar, peraih, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, satu_satunya, tatapan_fokus, terbaik, there, wajah_oblong_regal, wajah_tirus_dengan_tatapan_intensitas_mutlak, will",0.359,0.531,0.746,0.591,0.297,0.344,0.084,0.32,0.339,Metode penjiwaan akting paling total dalam sejarah yang meresap ke seluruh tubuh dan jiwa!,Wajah tirus dengan tatapan intensitas mutlak; Garis rahang terpahat baja; Dahi pemikir method acting,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/daniel_day_lewis.jpg
celeb_0724,Forest Whitaker,Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1961-sekarang),Aktor Peraih Oscar & Duta Perdamaian UNESCO (The Last King of Scotland),Round / Soft,"Karakteristik visual Forest Whitaker (Aktor Peraih Oscar & Duta Perdamaian UNESCO (The Last King of Scotland)) ditandai oleh geometri wajah Round / Soft. Penampilan diperkuat oleh kelopak mata kiri sayu khas (ptosis) berkarakter yang dipadukan dengan alis lurus mendatar (straight-brow) tegas maskulin. Di bagian tengah wajah, terdapat hidung mungil ramping proporsional dengan lekukan ujung halus natural yang selaras dengan senyum hangat kebajikan. Bagian bawah wajah menonjolkan dagu membulat halus menciptakan transisi garis pipi yang lembut, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Sorot mata emosi mendalam.","aktor, aktor_tokoh_film, alis_lurus, alis_tegas, asal_as, dagu_membulat, duta, forest, forest_whitaker, hidung_halus, hidung_mungil, hidung_ramping, kelopak_mata_kiri_sayu_khas_ptosis_berkarakter, king, kontur_lembut, laki_laki, last, oscar, peraih, perdamaian, pipi_penuh, pria, rambut_rapi_klasik, scotland, senyum_hangat, senyum_hangat_kebajikan, sorot_mata_emosi_mendalam, the, unesco, wajah_round_soft, whitaker",0.391,0.612,0.713,0.719,0.242,0.36,0.084,0.331,0.766,Kekuatan emosional yang meluap-luap dan komitmen seumur hidup pada perdamaian dunia!,Kelopak mata kiri sayu khas (ptosis) berkarakter; Senyum hangat kebajikan; Sorot mata emosi mendalam,Sorot mata emosi mendalam,/assets/celebs_cache/forest_whitaker.jpg
celeb_0725,Jeff Bridges (The Dude),Laki-laki,Aktor & Tokoh Film,AS 🇺🇸,Modern (1949-sekarang),"The Dude & Aktor Peraih Oscar (The Big Lebowski, Crazy Heart)",Oval,"Menampilkan pesona autentik Jeff Bridges (The Dude) (The Dude & Aktor Peraih Oscar (The Big Lebowski, Crazy Heart)) dengan arsitektur wajah Oval yang harmonis. Fokus pandangan ditandai oleh sorot mata ramah bersahaja, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum 'the dude abides'. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh rambut dan jenggot perak santai bebas dengan ciri khas Rambut dan jenggot perak santai bebas.","aktor, aktor_tokoh_film, alis_maskulin, alis_natural, alis_tebal, asal_as, bridges, crazy, dagu_oval, dude, heart, hidung_lurus_klasik, hidung_mancung, jeff, jeff_bridges_the_dude, laki_laki, lebowski, oscar, peraih, pria, rahang_proporsional, rambut_dan_jenggot_perak_santai_bebas, senyum_the_dude_abides, sorot_mata_ramah_bersahaja, the, wajah_oval",0.383,0.595,0.717,0.661,0.262,0.31,0.089,0.296,0.869,Filosofi hidup santai 'The Dude' yang menjadi aliran ketenangan hidup jutaan orang!,Rambut dan jenggot perak santai bebas; Senyum 'The Dude abides'; Sorot mata ramah bersahaja,Rambut dan jenggot perak santai bebas,/assets/celebs_cache/jeff_bridges_the_dude.jpg
celeb_0726,Sigourney Weaver,Perempuan,Aktris Hollywood & Global,AS 🇺🇸,Modern (1949-sekarang),"Ratu Sci-Fi & Pahlawan Laga Pertama (Alien - Ellen Ripley, Avatar)",Oval,"Sigourney Weaver (Ratu Sci-Fi & Pahlawan Laga Pertama (Alien - Ellen Ripley, Avatar)) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh sorot mata pantang menyerah menghadapi monster, diselaraskan oleh alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Pada area midface, tampak hidung mungil ramping proporsional dengan lekukan ujung halus natural, berpadu serasi dengan senyum hangat cerdas. Garis bawah wajah dipertegas oleh garis rahang kokoh ksatria sci-fi, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis. Ciri khas yang paling menonjol pada penampilannya meliputi Proporsi simetri wajah yang seimbang.","aktris_hollywood_global, alien, alis_lembut, alis_natural, alis_proporsional, asal_as, avatar, ellen, garis_rahang_kokoh_ksatria_sci_fi, hidung_halus, hidung_mungil, hidung_ramping, laga, pahlawan, perempuan, pertama, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, ratu, ripley, sci_fi, senyum_hangat, senyum_hangat_cerdas, sigourney, sigourney_weaver, sorot_mata_pantang_menyerah_menghadapi_monster, wajah_oval, wanita, weaver",0.384,0.539,0.682,0.622,0.25,0.354,0.11,0.322,0.73,Menciptakan cetak biru pahlawan aksi wanita tangguh pertama dalam sejarah perfilman modern!,Garis rahang kokoh ksatria sci-fi; Sorot mata pantang menyerah menghadapi monster; Senyum hangat cerdas,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/sigourney_weaver.jpg
celeb_0727,Jodie Foster,Perempuan,Aktris Hollywood & Global,AS 🇺🇸,Modern (1962-sekarang),"Aktris Peraih 2 Oscar & Sarjana Yale (Silence of the Lambs, Taxi Driver)",Heart / V-Shape,"Merepresentasikan figur Aktris Peraih 2 Oscar & Sarjana Yale (Silence of the Lambs, Taxi Driver), Jodie Foster memiliki proporsi wajah Heart / V-Shape yang harmonis. Karakteristik utamanya terpancar dari sorot mata tajam analis fbi berpadu dengan alis melengkung tinggi (high-arch) anggun dan presisi. Struktur hidung terlihat hidung mungil ramping proporsional dengan lekukan ujung halus natural, berdampingan dengan senyum cerdas berintegritas. Kontur rahang diperkuat oleh garis rahang bersih tegas dan disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","aktris, aktris_hollywood_global, alis_high_arch, alis_melengkung, asal_as, driver, foster, garis_rahang_bersih_tegas, hidung_halus, hidung_mungil, hidung_ramping, jodie, jodie_foster, lambs, mata_tajam, oscar, peraih, perempuan, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, sarjana, senyum_cerdas_berintegritas, silence, sorot_mata_tajam_analis_fbi, taxi, wajah_heart_v_shape, wanita, yale",0.39,0.458,0.633,0.546,0.243,0.38,0.12,0.294,0.765,Kecerdasan analitis yang tenang menghadapi kegelapan psikologis manusia!,Sorot mata tajam analis FBI; Garis rahang bersih tegas; Senyum cerdas berintegritas,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/jodie_foster.jpg
celeb_0728,Laura Dern,Perempuan,Aktris Hollywood & Global,AS 🇺🇸,Modern (1967-sekarang),"Aktris Peraih Oscar (Jurassic Park, Marriage Story, Big Little Lies)",Oval,"Dengan arsitektur wajah Oval, Laura Dern mengekspresikan aura Aktris Peraih Oscar (Jurassic Park, Marriage Story, Big Little Lies). Visual wajah menampilkan sorot mata keberanian menghadapi dinosaurus serta alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk senyum hangat ekspresif. Siluet wajah dibingkai oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus dengan tatanan gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, memberikan kesan autentik didukung oleh Garis wajah ramah bersahabat.","aktris, aktris_hollywood_global, alis_lembut, alis_natural, alis_proporsional, asal_as, dagu_oval, dern, garis_wajah_ramah_bersahabat, hidung_lurus_klasik, hidung_mancung, jurassic, laura, laura_dern, lies, little, marriage, oscar, park, peraih, perempuan, rahang_proporsional, rambut_anggun_natural, senyum_hangat, senyum_hangat_ekspresif, sorot_mata_keberanian_menghadapi_dinosaurus, story, wajah_oval, wanita",0.388,0.545,0.716,0.647,0.272,0.348,0.108,0.317,0.818,Karakter ilmuwan Dr. Ellie Sattler yang menginspirasi jutaan gadis muda menekuni sains!,Senyum hangat ekspresif; Sorot mata keberanian menghadapi dinosaurus; Garis wajah ramah bersahabat,Garis wajah ramah bersahabat,/assets/celebs_cache/laura_dern.jpg
celeb_0729,Julianne Moore,Perempuan,Aktris Hollywood & Global,AS 🇺🇸,Modern (1960-sekarang),Aktris Peraih Oscar & Tiga Mahkota Festival Eropa (Still Alice),Heart / V-Shape,"Karakteristik visual Julianne Moore (Aktris Peraih Oscar & Tiga Mahkota Festival Eropa (Still Alice)) ditandai oleh geometri wajah Heart / V-Shape. Penampilan diperkuat oleh sorot mata empati mendalam yang dipadukan dengan alis melengkung tinggi (high-arch) anggun dan presisi. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan bibir penuh bervolume sehat dengan senyuman lebar terbuka ceria yang memancarkan aura positif bersahabat. Bagian bawah wajah menonjolkan dagu tirus v-shape ramping terpahat harmonis, dilengkapi oleh rambut merah alami berkilau, serta diperkaya oleh sentuhan Kulit porselen dengan bintik halus manis.","aktris, aktris_hollywood_global, alice, alis_high_arch, alis_melengkung, asal_as, bibir_penuh, dagu_ramping, dagu_tirus, eropa, festival, hidung_lurus_klasik, hidung_mancung, julianne, julianne_moore, kulit_porselen_dengan_bintik_halus_manis, mahkota, moore, oscar, peraih, perempuan, rambut_merah_alami_berkilau, senyum_ceria, senyum_lebar, sorot_mata_empati_mendalam, still, tiga, v_shape, wajah_heart_v_shape, wanita",0.402,0.439,0.612,0.567,0.257,0.396,0.125,0.336,0.84,Kehalusan akting dramatis yang mampu memotret kerapuhan dan kekuatan memori manusia!,Rambut merah alami berkilau; Kulit porselen dengan bintik halus manis; Sorot mata empati mendalam,Kulit porselen dengan bintik halus manis,/assets/celebs_cache/julianne_moore.jpg
celeb_0730,Rachel Weisz,Perempuan,Aktris Hollywood & Global,Inggris 🇬🇧,Modern (1970-sekarang),"Aktris Peraih Oscar & Pustakawan Pemberani (The Mummy, The Constant Gardener)",Oval,"Menampilkan pesona autentik Rachel Weisz (Aktris Peraih Oscar & Pustakawan Pemberani (The Mummy, The Constant Gardener)) dengan arsitektur wajah Oval yang harmonis. Fokus pandangan ditandai oleh sorot mata cerdas berpendidikan, diselaraskan oleh alis tebal terdefinisi alami, menyatu dengan garis dahi. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum manis mempesona. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis dengan ciri khas Proporsi simetri wajah yang seimbang.","aktris, aktris_hollywood_global, alis_tebal_terdefinisi_alami, asal_inggris, constant, dagu_oval, gardener, hidung_lurus_klasik, hidung_mancung, mummy, oscar, pemberani, peraih, perempuan, proporsi_simetri_wajah_yang_seimbang, pustakawan, rachel, rachel_weisz, rahang_proporsional, rambut_anggun_natural, senyum_manis, senyum_manis_mempesona, sorot_mata_cerdas_berpendidikan, the, wajah_oval, wanita, weisz",0.374,0.493,0.679,0.608,0.254,0.348,0.104,0.332,0.904,Kombinasi pesona kecerdasan akademis pustakawan dengan keberanian petualangan piramida!,Alis tebal terdefinisi alami; Senyum manis mempesona; Sorot mata cerdas berpendidikan,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/rachel_weisz.jpg
celeb_0731,Anya Geraldine,Perempuan,Artis & Sinema Indonesia,Indonesia 🇮🇩,Modern (1995-),"Model, Aktris Sinema & Selebgram",Oval,"Anya Geraldine (Model, Aktris Sinema & Selebgram) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh tatapan mata anggun memikat, diselaraskan oleh alis melengkung tinggi (high-arch) anggun dan presisi. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan bibir penuh bervolume. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis. Ciri khas yang paling menonjol pada penampilannya meliputi Wajah oval fotogenik.","aktris, alis_high_arch, alis_melengkung, anya, anya_geraldine, artis_sinema_indonesia, asal_indonesia, bibir_penuh_bervolume, dagu_oval, geraldine, hidung_natural, hidung_proporsional, model, perempuan, rahang_proporsional, rambut_anggun_natural, selebgram, sinema, tatapan_fokus, tatapan_mata_anggun_memikat, wajah_oval, wajah_oval_fotogenik, wanita",0.38,0.54,0.69,0.59,0.275,0.37,0.12,0.3,0.65,Profil visual fotogenik dengan tatapan mata anggun memikat.,Tatapan mata anggun memikat; Bibir penuh bervolume; Wajah oval fotogenik,Wajah oval fotogenik,/assets/celebs_cache/anya_geraldine.jpg
celeb_0732,Rachel Vennya,Perempuan,Kreator Konten & Tokoh Publik,Indonesia 🇮🇩,Modern (1995-),Kreator Konten & Entrepreneur Muda,Heart / V-Shape,"Merepresentasikan figur Kreator Konten & Entrepreneur Muda, Rachel Vennya memiliki proporsi wajah Heart / V-Shape yang harmonis. Karakteristik utamanya terpancar dari mata berbinar hangat berpadu dengan alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Struktur hidung terlihat hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berdampingan dengan senyum manis ekspresif. Kontur rahang diperkuat oleh dagu v-shape proporsional dan disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","alis_lembut, alis_natural, alis_proporsional, asal_indonesia, dagu_v_shape_proporsional, entrepreneur, hidung_natural, hidung_proporsional, konten, kreator, kreator_konten_tokoh_publik, mata_berbinar_hangat, muda, perempuan, proporsi_simetri_wajah_yang_seimbang, rachel, rachel_vennya, rambut_anggun_natural, senyum_manis, senyum_manis_ekspresif, tatapan_hangat, vennya, wajah_heart_v_shape, wanita",0.395,0.53,0.66,0.52,0.26,0.35,0.11,0.3,0.73,Ekspresi manis komunikatif dengan struktur wajah v-shape harmonis.,Senyum manis ekspresif; Mata berbinar hangat; Dagu v-shape proporsional,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/rachel_vennya.jpg
celeb_0733,Fujianti Utami (Fuji),Perempuan,Kreator Konten & Tokoh Publik,Indonesia 🇮🇩,Modern (2002-),Kreator Konten Viral & Ikon Populer Gen-Z,Heart / V-Shape,"Dengan arsitektur wajah Heart / V-Shape, Fujianti Utami (Fuji) mengekspresikan aura Kreator Konten Viral & Ikon Populer Gen-Z. Visual wajah menampilkan mata doe-eyed ceria serta alis melengkung tinggi (high-arch) anggun dan presisi. Keseimbangan fitur wajah terlihat dari hidung proporsional natural seimbang selaras dengan lebar cuping ideal dan bentuk senyum manis energetik. Siluet wajah dibingkai oleh dagu lancip imut dengan tatanan gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","alis_high_arch, alis_melengkung, asal_indonesia, dagu_lancip_imut, doe_eyed, fuji, fujianti, fujianti_utami_fuji, gen_z, hidung_natural, hidung_proporsional, ikon, konten, kreator, kreator_konten_tokoh_publik, mata_doe_eyed_ceria, perempuan, populer, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, senyum_manis, senyum_manis_energetik, utami, viral, wajah_heart_v_shape, wanita",0.405,0.52,0.65,0.51,0.255,0.35,0.12,0.29,0.76,Daya pikat ceria energetik khas generasi muda masa kini.,Mata doe-eyed ceria; Senyum manis energetik; Dagu lancip imut,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/fujianti_utami_fuji.jpg
celeb_0734,Phoebe Waller-Bridge,Perempuan,Aktris Hollywood & Global,Inggris 🇬🇧,Modern (1985-sekarang),"Penulis Jenius Pemecah Dinding Keempat (Fleabag, Killing Eve)",Oblong / Regal,"Karakteristik visual Phoebe Waller-Bridge (Penulis Jenius Pemecah Dinding Keempat (Fleabag, Killing Eve)) ditandai oleh geometri wajah Oblong / Regal. Penampilan diperkuat oleh sorot mata kecerdasan humor satir yang dipadukan dengan alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Di bagian tengah wajah, terdapat hidung mancung tegas dengan batang hidung tinggi berwibawa yang selaras dengan senyum miring melirik kamera (breaking the 4th wall). Bagian bawah wajah menonjolkan garis rahang bersih elegan, dilengkapi oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","aktris_hollywood_global, alis_lembut, alis_natural, alis_proporsional, asal_inggris, bridge, dinding, eve, fleabag, garis_rahang_bersih_elegan, hidung_batang_tinggi, hidung_mancung, hidung_tegas, jenius, keempat, killing, pemecah, penulis, perempuan, phoebe, phoebe_waller_bridge, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, senyum_miring_melirik_kamera_breaking_the_4th_wall, sorot_mata_kecerdasan_humor_satir, wajah_oblong_regal, waller, wanita",0.364,0.505,0.674,0.584,0.315,0.325,0.093,0.332,0.849,Revolusi penulisan komedi modern yang berbicara langsung ke mata penonton dengan kejujuran telanjang!,Senyum miring melirik kamera (breaking the 4th wall); Sorot mata kecerdasan humor satir; Garis rahang bersih elegan,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/phoebe_waller_bridge.jpg
celeb_0735,Gwendoline Christie,Perempuan,Aktris Hollywood & Global,Inggris 🇬🇧,Modern (1978-sekarang),"Ksatria Wanita Terhormat Brienne of Tarth (Game of Thrones, Wednesday)",Square / Angular,"Menampilkan pesona autentik Gwendoline Christie (Ksatria Wanita Terhormat Brienne of Tarth (Game of Thrones, Wednesday)) dengan arsitektur wajah Square / Angular yang harmonis. Fokus pandangan ditandai oleh sorot mata loyalitas dan kehormatan, diselaraskan oleh alis melengkung tinggi (high-arch) anggun dan presisi. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum anggun megah. Garis bawah wajah dipertegas oleh dagu bergaris tegas terdefinisi dengan tulang rahang simetris berwibawa, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis dengan ciri khas Tinggi semampai 191cm bak ksatria dewi.","aktris_hollywood_global, alis_high_arch, alis_melengkung, asal_inggris, brienne, christie, dagu_persegi, game, gwendoline, gwendoline_christie, hidung_lurus_klasik, hidung_mancung, ksatria, perempuan, rahang_kokoh, rahang_menyudut, rambut_anggun_natural, senyum_anggun_megah, sorot_mata_loyalitas_dan_kehormatan, tarth, terhormat, thrones, tinggi_semampai_191cm_bak_ksatria_dewi, wajah_square_angular, wanita, wednesday",0.387,0.598,0.786,0.692,0.283,0.346,0.119,0.312,0.811,Mengubah standar kecantikan dan kepahlawanan wanita dengan wibawa ksatria bertubuh tinggi agung!,Tinggi semampai 191cm bak ksatria dewi; Sorot mata loyalitas dan kehormatan; Senyum anggun megah,Tinggi semampai 191cm bak ksatria dewi,/assets/celebs_cache/gwendoline_christie.jpg
celeb_0736,Kareena Kapoor Khan,Perempuan,Bintang Film & Selebriti Asia,India 🇮🇳,Modern (1980-sekarang),"Ikon Karisma Bollywood & Bebo (Jab We Met, 3 Idiots)",Square / Angular,"Kareena Kapoor Khan (Ikon Karisma Bollywood & Bebo (Jab We Met, 3 Idiots)) menampilkan profil visual berkarakter dengan struktur wajah Square / Angular. Fokus pandangan ditandai oleh sorot mata percaya diri 'main apni favorite hoon', diselaraskan oleh alis proporsional tersisir rapi dengan lekukan busur alami yang lembut. Pada area midface, tampak hidung mancung tegas dengan batang hidung tinggi berwibawa, berpadu serasi dengan senyum menawan glamor. Garis bawah wajah dipertegas oleh tulang pipi tinggi tegas terpahat, disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis. Ciri khas yang paling menonjol pada penampilannya meliputi Proporsi simetri wajah yang seimbang.","alis_lembut, alis_natural, alis_proporsional, asal_india, bebo, bintang_film_selebriti_asia, bollywood, hidung_batang_tinggi, hidung_mancung, hidung_tegas, idiots, ikon, jab, kapoor, kareena, kareena_kapoor_khan, karisma, khan, met, perempuan, proporsi_simetri_wajah_yang_seimbang, rambut_anggun_natural, senyum_menawan_glamor, sorot_mata_percaya_diri_main_apni_favorite_hoon, tulang_pipi_tinggi_tegas_terpahat, wajah_square_angular, wanita",0.38,0.618,0.755,0.731,0.295,0.307,0.11,0.321,0.863,Karisma karakter 'Geet' yang menginspirasi jutaan wanita untuk mencintai diri sendiri apa adanya!,Tulang pipi tinggi tegas terpahat; Sorot mata percaya diri 'Main Apni Favorite Hoon'; Senyum menawan glamor,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/kareena_kapoor_khan.jpg
celeb_0737,Katrina Kaif,Perempuan,Bintang Film & Selebriti Asia,Inggris/India 🇬🇧🇮🇳,Modern (1983-sekarang),"Ratu Tarian Bollywood & Aksi Laga (Tiger, Dhoom 3)",Oval,"Merepresentasikan figur Ratu Tarian Bollywood & Aksi Laga (Tiger, Dhoom 3), Katrina Kaif memiliki proporsi wajah Oval yang harmonis. Karakteristik utamanya terpancar dari mata almond proporsional dengan sorot mata hangat berbinar cerdas berpadu dengan alis melengkung tinggi (high-arch) anggun dan presisi. Struktur hidung terlihat hidung mungil ramping proporsional dengan lekukan ujung halus natural, berdampingan dengan senyum manis menawan. Kontur rahang diperkuat oleh garis rahang bersih fotogenik dan disempurnakan oleh gaya tatanan rambut anggun alami yang membingkai wajah dengan harmonis, mencerminkan identitas visual yang khas (Kelenturan tarian akrobatik spektakuler).","aksi, alis_high_arch, alis_melengkung, asal_inggris, bintang_film_selebriti_asia, bollywood, dhoom, garis_rahang_bersih_fotogenik, hidung_halus, hidung_mungil, hidung_ramping, kaif, katrina, katrina_kaif, kelenturan_tarian_akrobatik_spektakuler, laga, mata_almond, mata_berbinar, perempuan, rambut_anggun_natural, ratu, senyum_manis, senyum_manis_menawan, tarian, tatapan_hangat, tiger, wajah_oval, wanita",0.375,0.52,0.717,0.635,0.252,0.403,0.12,0.307,0.923,Kelenturan fisik dan dedikasi latihan keras dalam membawakan nomor tarian paling sulit di Bollywood!,Kelenturan tarian akrobatik spektakuler; Garis rahang bersih fotogenik; Senyum manis menawan,Kelenturan tarian akrobatik spektakuler,/assets/celebs_cache/katrina_kaif.jpg
